Unigram,Frequency
Hampton,10
Job,4
Was,23
Fab,2
Talking,11
Heads,9
Storytelling,2
Giant,17
Silhouettes,1
Mozart,10
Wrote,1
Beethoven,17
Debussy,3
Cloud,32
quotations,5
Beatles,15
fame,40
sitar,2
Elton,8
walrus,2
Walrus,1
Giants,50
alike,21
Pepsi,3
grossly,4
overweight,5
guy,24
cosmetics,7
parade,27
Jay,51
Levey,1
Zwerman,1
Hadji,5
vaudeville,10
regurgitation,5
feats,6
spouting,9
smoke,35
swallowing,9
nut,7
handkerchief,4
disgorgement,1
stunt,17
copious,7
kerosene,6
flamethrower,3
extinguisher,1
liquids,7
prop,9
stunts,4
trickery,1
Tsar,7
Nicholas,33
Judy,5
Garland,5
vaudevillian,2
Blaine,15
magician,12
Portions,1
Seems,3
Politiquerias,5
Laurel,6
Hardy,22
Chickens,2
documentaries,5
Gizmo,2
Vaudeville,5
gastric,2
sum,21
Johns,6
Hopkins,11
practitioner,1
possessed,26
Niagara,6
Falls,42
swimming,25
swallow,4
whale,5
dramatic,61
Almina,6
bathing,9
ample,8
regurgitated,4
liquid,32
talents,12
entertain,4
tricks,11
pouring,6
fountain,56
cafe,3
proprietor,6
chased,12
Taking,16
Cairo,8
Petersburg,14
decoration,29
treasured,2
possessions,24
managing,23
fairs,2
carnivals,4
advertised,9
billed,18
Amazing,5
Regurgitator,1
Enigma,2
Aquarium,2
Volcano,2
Wonder,18
chested,1
Arab,102
costume,21
naturalized,6
interpreter,4
notoriety,4
Hubert,10
Abyssinian,1
sideshow,1
curiosity,10
Continental,15
mainstay,3
spouted,1
unshelled,1
hazelnuts,1
pecans,1
almond,1
handkerchiefs,1
hues,1
Lowell,11
physician,18
Fishbein,2
cue,4
Dr.,114
investigators,7
flavored,6
goldfish,1
watches,20
pits,9
mice,12
buttons,13
cigarettes,6
inhaling,2
steady,21
volcano,11
longstanding,6
finale,45
pint,6
castle,106
flame,20
Lighter,1
immiscible,1
gut,6
disgorge,1
bells,17
spewing,1
accelerant,1
sacrificial,4
ablaze,2
streaming,7
extinguishing,2
jury,43
delivering,17
stroll,2
pat,4
nuts,6
rattling,2
vomiting,6
unpleasantness,1
repulsiveness,1
supper,4
Famed,1
escapologist,1
Houdini,2
Mongers,1
Methods,4
fail,25
Sheboygan,1
imbibing,1
regurgitating,1
mystified,1
Naugatuck,1
Daily,78
Physicians,1
continents,4
puzzled,5
gastronomical,1
ostrich,4
explanation,21
forthcoming,15
satisfies,2
thrown,30
amazement,2
Turkish,93
landlord,1
Scarlet,6
Fairbanks,2
Jr.,21
Nancy,22
KCTS,1
Broadcasting,17
embraced,5
Caruso,2
threw,45
Iconoclasts,1
enthusiastically,5
Chuck,13
nobody,12
procure,6
resurfaced,5
interviewed,31
surgeons,2
interment,4
mausoleum,6
Afro,5
Tellicherry,9
Mysore,12
sailing,25
Mysorean,3
Mangalore,6
Mahé,8
Cornwallis,11
intercept,9
Strachan,11
escorting,7
frigate,26
Résolue,6
searched,10
reacting,5
furiously,7
Messages,1
Félix,13
upheavals,4
1789,8
wrangling,4
Tipu,3
Sultan,28
armies,40
Seringapatam,2
reliant,7
inland,72
Madras,6
stationing,1
Hyder,1
instability,13
frigates,30
ideally,8
situated,57
Perseverance,2
Isaac,12
communicated,8
submit,19
enforce,18
merchant,30
Callamand,1
northwards,9
inspect,8
hailing,1
unsurprised,1
manoeuvres,10
hauling,2
colours,35
battered,12
pounders,11
outnumbered,18
sight,29
Aftermath,30
subdued,7
contraband,2
insisting,8
sails,11
topmasts,2
Provision,2
Cybèle,2
shadowed,3
provoking,10
separating,10
turbulent,5
notice,32
Historian,13
ramifications,4
Pelham,5
Brenton,4
antagonising,1
Admiralty,21
guise,7
1792,9
Loose,34
Nelly,9
Furtado,63
Mosley,178
Interscope,4
Timbaland,23
protégé,11
Danja,4
explores,14
ploy,4
Do,23
Janne,2
Suni,2
Acidjazzed,2
authorization,7
07,54
Concert,14
Promiscuous,10
Right,19
Collaboration,12
Maneater,10
Good,85
Powerless,2
Try,3
rocker,5
Juanes,4
Fotografía,2
Photograph,1
collaborate,6
Te,38
Busqué,6
underpromoted,1
SKG,1
emcee,1
Jellystone,1
workshop,11
rhymes,14
dissect,2
flows,35
Field,90
Whoa,1
Swollen,1
Members,32
'naan,1
Nellee,1
Hooper,4
reggae,11
Mendez,2
acoustic,33
Nowels,1
Hands,10
Somebody,6
Pharrell,1
reggaeton,3
shout,7
Storch,1
nucleuses,1
sonics,1
sonic,7
extraterrestrial,11
flowed,10
supposedly,21
Justin,37
Timberlake,5
Crowd,2
sexy,16
cute,13
clubby,1
upbeat,6
Chill,1
Friend,7
Mine,13
Go,48
Pretty,4
Weak,1
rapper,16
Lil,4
Wayne,22
Remix,34
Coldplay,19
melodies,14
cuff,6
spontaneous,13
TLC,10
admires,1
assertive,5
MC,4
Lyte,1
Latifah,1
womanhood,5
Goes,4
listened,13
electro,8
Bloc,1
M.I.A,5
Feist,1
Queens,10
Metric,2
coughing,2
laughing,12
basslines,1
rhythmic,8
churning,3
fancy,11
mixer,3
louder,4
tapes,10
jumping,31
Ahh,1
screw,9
promiscuous,2
collaborative,6
showcases,3
80s,24
categorized,4
Eurythmics,1
spooky,2
midnight,19
vibe,9
visceral,3
simplified,9
textured,5
overthink,1
VIP,2
letting,17
pristine,3
laughter,9
outtakes,6
indulging,1
pleasures,4
lovemaking,2
Afraid,1
Attitude,2
walking,41
combines,13
synths,5
electropop,7
lyrically,3
underwear,1
flirting,5
Showtime,2
jam,19
Hay,7
Igual,6
Spanglish,1
twister,2
tropic,1
sharp,34
empowered,6
sings,40
raps,3
Sunday,84
sadness,13
depression,218
encapsulates,3
taps,1
DJ,23
Jasper,17
Gahunia,1
Calle,4
Releases,3
BDS,10
pan,5
mentioning,15
Nickelback,3
Pussycat,3
Dolls,4
PCD,1
Ring,12
im,1
Pinkpop,1
Festival,104
Calgary,4
Stampede,1
Bluesfest,1
Ovation,1
Sonic,5
Choice,22
94th,4
halftime,19
NRJ,2
sensory,9
stressing,3
spontaneity,3
rawness,1
rocking,4
choreographed,9
routines,3
sensual,6
revolving,7
291,3
CRIA,3
shipments,35
219,5
RIAA,26
SoundScan,4
827,2
bestsellers,3
aggregate,30
revitalising,1
slick,6
smart,13
Q,20
inventive,2
inflected,1
Kelefa,5
Sanneh,5
keeps,9
reminding,4
adventurous,3
revitalized,1
creatively,6
Catucci,1
sauces,2
luridly,1
bump,6
grind,3
Vibe,7
loses,21
Gwen,59
Stefani,65
Glow,2
fusions,2
consumer,13
guide,37
dud,1
Considerable,2
midriff,1
Maclean,3
progression,30
garner,6
makeover,3
contrasted,7
singers,36
Haines,1
intimidating,5
feminist,15
overdone,1
pouty,1
revamping,1
articulate,7
Dose,1
sexualized,2
Iovine,1
buttocks,4
feminism,2
Blender,4
Gloria,3
Steinem,1
grave,39
cynics,1
amped,1
Damita,1
infallible,1
demure,4
competitors,23
lingerie,3
Aguilera,4
gyrations,1
calisthenics,1
ringtone,3
Block,6
demoscene,1
Tempest,18
oldskool,1
C64,1
Rune,1
Gallefoss,1
GRG,1
Hannu,1
Sormunen,1
Iltalehti,1
laugh,13
dude,1
moi,2
Mikko,1
Välimäki,1
counsels,1
Kernel,1
Kalan,1
Müzik,1
Muhlis,1
Akarsu,2
Ya,6
Dost,2
pressed,32
Wait,2
bağlama,1
Allah,64
Desem,1
Gelsem,1
Reissues,1
Notes,17
^,13
signifies,8
F.C,13
92nd,1
Nigel,16
Worthington,4
signings,10
relegation,34
unbeaten,16
Fleetwood,8
goalscorers,2
Defender,7
Ben,62
Wes,8
Fletcher,24
Clubman,2
Lanre,2
Oyebanjo,4
Premier,103
eights,1
Mills,15
sacked,34
Challinor,1
Doig,1
Everson,3
McDaid,1
McLaughlin,1
Potts,3
Matty,2
McGurk,5
Parslow,3
Platt,10
goalkeeper,12
Kettings,2
Blackpool,7
Preston,45
midfielders,3
Clay,16
Chesterfield,8
Montrose,3
winger,8
Sander,2
Mirren,1
strikers,9
Bowman,11
Cresswell,47
Sheffield,50
Burnley,18
Jarvis,13
Dickinson,3
kits,7
kit,20
shirts,21
sleeves,12
shorts,20
socks,13
Benenden,1
successive,41
finalists,9
Northampton,9
90th,13
Hartlepool,4
'Toole,3
67th,5
Taft,4
Middlesbrough,9
midfielder,16
Brobbel,6
Midfielder,2
McReady,1
FC,16
Alan,82
Gow,1
Wimbledon,71
Josh,28
Carson,14
Elliott,17
Whitehouse,2
Mansfield,19
Wycombe,4
pecking,6
berth,4
Luke,17
'Neill,9
Rotherham,9
Armand,4
Gnanduillet,1
'Shea,1
Jamille,1
Scunthorpe,3
equalised,5
volley,10
Harrold,1
Beardsley,1
86th,3
equaliser,10
header,6
Argyle,5
conceded,12
Tope,1
Obadeyi,1
Charlton,11
Southend,5
Kevan,1
Hurst,1
Prosser,4
McCarey,3
clean,69
sheet,23
Rochdale,14
Cansdell,1
Sherriff,2
64th,7
Kee,1
Scarborough,3
flashed,2
Accrington,3
equalising,1
Striker,3
Shaq,1
Peterborough,13
Bury,9
Coulson,8
73rd,7
22nd,42
goalkeepers,1
parting,3
Penn,37
undisclosed,8
Chambers,9
McCombe,3
Jamal,98
Fyfield,1
consent,38
Hayhurst,4
armband,2
41st,5
32nd,12
Marriott,3
courtesy,8
Calvin,4
Downes,1
sheets,10
Month,20
equalling,5
consolidated,15
divisional,15
runners,49
Bootham,1
Crescent,13
Sarcevic,1
Racecourse,6
bettered,4
Allan,10
Crawley,7
Mooney,1
Tranmere,6
Femi,1
Ilesanmi,1
Marvin,13
McCoy,11
Winfield,3
Shrewsbury,6
Lindon,1
Meikle,1
Straker,1
Summerfield,1
Jake,12
Hyde,16
Barnet,2
Match,18
sourced,8
Statto,1
Transfers,1
Brackets,2
Loan,3
Source,16
parentheses,3
italics,3
*,23
matchday,1
substitutes,2
Key,50
GK,1
Goalkeeper,1
DF,1
MF,1
FW,1
Antimony,41
Sb,37
stibium,3
atomic,20
lustrous,3
gray,33
metalloid,4
mineral,12
stibnite,5
Sb2S3,3
compounds,69
metallic,23
antimony,101
Vannoccio,2
Biringuccio,3
1540,3
immemorial,3
kohl,3
Xikuangshan,2
Hunan,2
roasting,4
applications,30
alloying,2
tin,16
acid,84
Alloying,1
improves,4
alloys,7
solders,3
bullets,6
bearings,6
additives,1
chlorine,4
bromine,2
retardants,4
emerging,20
microelectronics,1
Properties,3
electronegativity,1
electronegative,5
bismuth,1
tellurium,1
reacts,10
heated,19
trioxide,11
Sb2O3,1
silvery,6
Mohs,1
hardness,4
Guizhou,1
rapid,67
minting,1
resistant,11
acids,48
allotropes,1
metastable,3
Elemental,3
shiny,2
cooled,10
molten,4
crystallizes,2
trigonal,3
isomorphic,1
allotrope,4
electrolysis,5
trichloride,2
scratched,2
exothermic,1
fumes,6
rubbed,3
pestle,1
detonation,6
cooling,16
vapor,13
crystal,16
oxidizes,3
spontaneously,6
transforms,6
unstable,30
oxidation,18
stibine,4
SbH3,2
−,82
adopts,4
R3m,1
166,8
consist,25
ruffled,1
neighbors,15
octahedral,1
atoms,22
g,28
cm3,3
brittleness,1
Isotopes,5
isotopes,34
121Sb,1
123Sb,2
radioisotopes,2
125Sb,1
characterized,56
120m1Sb,1
decay,43
Occurrence,4
crust,11
comparable,24
thallium,1
ppm,6
natively,1
Peak,7
ore,10
Compounds,5
Oxides,2
hydroxides,1
4O,4
gas,85
polymerizes,1
condensing,1
pentoxide,1
nitric,3
valence,4
tetroxide,4
2O,7
oxides,7
amphoteric,1
oxoacids,1
salts,16
Antimonous,1
OH,5
conjugate,1
sodium,11
antimonite,1
3SbO,1
fusing,7
Transition,4
antimonites,1
Antimonic,1
hydrate,3
HSb,1
antimonate,1
anion,6
Dehydrating,1
ores,13
2S,6
pyrargyrite,1
Ag,2
3SbS,1
zinkenite,1
jamesonite,1
boulangerite,1
pentasulfide,1
S,31
bonds,17
thioantimonides,1
6S,1
8S,1
Halides,3
halides,4
SbX,2
trihalides,1
SbF,8
SbCl,5
SbBr,1
SbI,1
geometry,13
trifluoride,1
HF,3
→,34
acidic,4
accepts,15
fluoride,7
ions,12
anions,3
SbF2,1
Molten,1
electrical,33
conductor,12
dissolving,3
hydrochloric,1
HCl,1
pentahalides,1
bipyramidal,1
polymeric,1
monomeric,1
superacid,1
fluoroantimonic,1
H2SbF7,1
Oxyhalides,1
dissolves,3
oxoantimonyl,1
SbOCl,1
SbO,1
2SO,2
Antimonides,1
hydrides,1
organoantimony,2
Sb3,3
antimonides,3
indium,3
antimonide,3
InSb,1
3Sb,1
alkali,6
zinc,34
Na3Sb,1
Zn3Sb2,1
reactive,5
Treating,1
SbH,2
Stibine,1
treating,12
hydride,5
borohydride.Stibine,1
decomposes,2
thermodynamically,1
Organoantimony,1
Grignard,1
chloro,1
cations,2
C6H5,4
triphenylstibine,1
Sb2,1
Pentacoordinated,1
cosmetic,10
palette,3
artifact,6
vase,5
3000,11
Telloh,1
Chaldea,1
Iraq,37
plated,11
2500,5
2200,2
Austen,10
lecture,10
Gladstone,33
crystalline,7
hardly,18
malleable,4
Moorey,1
unconvinced,1
Selimkhanov,1
Tello,1
Transcaucasian,1
Transcaucasia,1
weakens,4
Pliny,8
Elder,15
treatise,14
friable,1
naturalist,20
Pedanius,1
Dioscorides,1
roasted,5
procedure,11
isolating,3
pirotechnia,1
predates,3
1556,2
Agricola,2
metallica,1
incorrectly,13
Currus,1
Triumphalis,1
Antimonii,1
Triumphal,1
Chariot,6
1604,8
purported,8
Benedictine,8
monk,25
Basilius,1
Valentinus,1
authentic,9
chemist,10
Andreas,16
Libavius,1
1615,10
potassium,8
tartrate,3
phlogiston,1
Swedish,59
scientist,19
Swab,1
1783,9
sample,47
Sala,2
Bergslagen,1
Västmanland,1
Etymology,15
mśdmt,1
vowels,4
ميسديميت,1
mesdemet,1
στίμμι,1
stimmi,3
stm,1
Attic,1
tragic,7
στἰβι,1
stibi,1
Celsus,2
stimi,1
larbaris,1
alabaster,5
platyophthalmos,1
substance,34
إثمد,1
ithmid,2
athmoud,1
othmod,1
uthmod,1
Littré,1
stimmida,1
accusative,1
Jöns,2
Jakob,4
Berzelius,3
abbreviation,3
Byzantine,16
antimonium,3
interpretation,32
etymology,13
ἀντίμοναχός,1
monachos,1
antimoine,1
adherents,7
killer,21
alchemists,1
monks,16
poisonous,12
hypothetical,9
ἀντίμόνος,1
antimonos,1
aloneness,1
unalloyed,1
Lippmann,1
ανθήμόνιον,1
anthemonion,1
floret,1
cites,13
biological,46
efflorescence,1
translations,6
1050,1
1100,14
Constantine,89
treatises,2
scribal,3
Meyerhof,1
athimar,1
Geological,12
BGS,1
Bolivia,10
Tajikistan,2
deposits,29
accounted,20
Roskill,4
Consulting,1
462,6
464,2
un,6
Myanmar,1
897,2
660,11
globally,3
Risk,7
indication,14
Reported,1
reserves,27
depleted,13
Reserves,7
USGS,7
expects,4
extraction,9
froth,2
flotation,3
melts,1
gangue,1
crude,11
FeS,1
volatility,2
Isolating,1
carbothermal,1
blast,13
furnaces,2
reverberatory,1
Applications,6
About,81
consumed,21
Flame,4
proofing,1
halogenated,4
halogen,1
retarding,1
radicals,5
Markets,2
retardant,1
toys,15
automobile,7
fiberglass,3
additive,2
polyester,2
resins,1
resin,6
extinguish,3
Alloys,1
alloy,8
mechanical,49
charging,7
unwanted,2
antifriction,1
Babbitt,1
sheathing,1
linotype,1
solder,2
pewter,1
hardening,1
pipes,18
stabilizer,1
polyethyleneterephthalate,1
fining,3
microscopic,11
interfering,5
pigment,8
semiconductor,2
dopant,2
doped,4
silicon,7
wafers,1
diodes,4
infrared,11
beads,16
dope,1
emitters,1
collectors,15
transistors,1
Indium,1
Treatments,1
antimonials,1
emetics,1
antiprotozoan,1
Potassium,1
antimonyl,1
tartar,3
emetic,3
schistosomal,1
praziquantel,1
veterinary,2
preparations,25
anthiomaline,1
thiomalate,1
conditioner,1
ruminants,1
conditioning,5
keratinized,1
meglumine,1
antimoniate,1
leishmaniasis,2
Unfortunately,14
therapeutic,10
indices,1
Leishmania,1
amastigotes,4
reside,15
pill,6
medicine,11
reused,10
ingestion,10
elimination,15
beryllium,4
neutron,27
gamma,12
emitted,12
initiate,7
photodisintegration,1
neutrons,12
keV,5
stabilize,9
friction,10
coefficient,3
brake,8
pad,15
tracers,1
crafts,7
opacifier,1
Precautions,3
differ,17
Inhalation,3
soluble,13
particles,21
harmful,7
rats,16
concentrations,27
hypothesized,9
inhalation,10
impaired,4
lung,9
overload,1
inflammation,4
tumour,1
OECD,2
chlorides,2
corrosive,3
uptake,4
metabolism,7
excretion,1
absorption,15
ICRP,1
Dermal,1
HERAG,1
substances,25
<,13
quantitatively,1
excreted,3
urine,11
acute,44
prodrug,2
patients,25
Prolonged,1
dermatitis,1
rashes,1
sweat,2
ducts,1
ECHA,1
PR,4
Helsinki,4
combustible,1
oxidizers,1
TWA,3
mg,33
m3,33
Governmental,2
Hygienists,1
Occupational,5
OSHA,2
permissible,4
PEL,2
workplace,10
NIOSH,2
REL,2
polyethylene,2
terephthalate,1
PET,2
leaching,2
bottles,9
juice,8
concentrates,3
µg,6
juices,1
regulations,22
Environment,6
TDI,1
WHO,9
kilogram,8
IDLH,2
Mortimer,25
Wheeler,230
CH,3
CIE,1
TD,1
FSA,1
FRS,3
FBA,1
Honorary,16
Archaeology,37
relocating,4
teenage,19
UCL,11
archaeology,47
specializing,5
Romano,11
volunteered,19
Returning,11
doctorate,4
Keeper,9
forts,12
Segontium,5
Y,17
Gaer,2
Isca,2
Augusta,9
Tessa,149
Influenced,2
stratigraphic,1
Method,4
reorganisation,7
lecturing,6
adopting,9
Lydney,4
Verulamium,5
fort,146
Maidan,6
Castle,69
brigadier,9
Campaign,35
Harappa,3
Arikamedu,27
Brahmagiri,2
subcontinent,15
lectures,10
Animal,9
Vegetable,2
Mineral,3
Appointed,4
discipline,23
methodologies,6
discredited,7
reinterpreted,2
bullying,7
harassing,3
Childhood,7
1907,47
Baynes,2
tea,11
freethinker,1
lecturer,9
journalism,4
childbirth,6
Shakespearean,10
exacerbated,9
Boberic,1
Totsy,1
Bradford,84
Saltaire,2
cosmopolitan,10
wool,5
boom,26
moors,2
Ilkley,1
Moor,4
Baildon,1
favoured,22
fishing,47
pursuits,2
Grammar,17
Betty,3
settling,13
Carlton,7
Dulwich,1
Rollescourt,1
Herne,2
Rather,20
instructed,20
frequented,15
exam,8
commuting,2
parental,7
campus,100
Bloomsbury,3
classicist,1
Housman,1
undergraduate,20
cartoons,7
Increasingly,4
Slade,2
conventionally,4
maker,11
interlude,7
adversely,9
BA,2
Master,72
Provost,4
transforming,6
hypertrophied,1
monstrosity,1
plesiosaurus,1
Verney,2
Viroconium,1
Cornoviorum,1
Wroxeter,1
Considering,3
studentship,2
Wollaston,1
analyse,2
Rhenish,3
Rhineland,4
investigator,5
Historical,27
embarking,4
1714,7
Stebbing,1
soldiering,1
Wheelers,3
anomaly,10
Territorial,10
howitzers,11
76th,6
brigades,44
brigade,120
Passchendaele,3
poisoned,7
mustard,2
Left,6
correspondences,2
Riviera,1
Caporetto,1
bolster,10
refocused,2
Castelfranco,1
Vieux,1
Rouen,4
Byng,1
Achiet,1
Sapignies,1
westward,56
demobilised,2
Pulheim,1
Gordon,104
examining,15
cataloguing,2
Colchester,9
Balkerne,1
Gate,55
vaulting,4
Claudius,3
Boudica,1
pots,5
Doctorate,3
Letters,12
thenceforth,2
knighthood,3
Dr,12
entailed,4
Monmouthshire,4
disliked,26
disarray,2
slump,3
regionally,4
Welsh,138
Lydia,3
Carr,21
nationalism,10
Plaid,1
Cymru,4
impatient,4
oversee,8
Greatly,1
methodology,3
undertaking,10
objectives,46
emphasising,7
prompt,5
Archaeologia,1
Cambrensis,1
Occupation,8
Victor,21
Ian,45
Brecon,2
Nowell,2
Myres,6
Hawkes,6
Hilda,15
Caerleon,1
revealing,22
amphitheatre,3
Intent,4
attracting,18
contacted,26
sponsorship,22
Mail,30
folkloric,1
Hoyle,1
testimonials,2
Peers,2
Bosanquet,2
Fleure,1
Cyril,3
Fox,91
vacated,8
affiliations,5
fundraising,8
shipowner,1
Reardon,2
treasurer,6
travelled,44
Whitehall,1
Oates,4
vacancy,8
eagerly,9
Lancaster,36
directorship,6
disagreed,23
obvious,39
biographer,50
L.C,1
professionalized,1
cleaned,4
expurgated,1
catalogued,2
junk,3
tolerably,1
rational,6
Focusing,4
reorganising,1
artefacts,19
Collections,5
Vikings,7
Saxons,3
insufficient,19
acquisitions,4
council,96
supervision,16
moribund,2
lectureship,1
graduate,35
diploma,2
enroll,5
curated,2
fieldwork,2
Carlaeon,1
Gloucestershire,9
Hoard,1
Report,17
Albans,5
Kathleen,5
Kenyon,3
Lowther,1
oppidum,3
Catuvellauni,1
attested,13
assistants,9
Cities,10
Antiquity,5
critiqued,6
selective,14
dubious,21
guesswork,1
employer,11
professionalisation,3
methodological,3
hope,62
federation,12
backers,1
Dorchester,1
Dorset,8
Curator,3
dig,25
weekly,46
discoveries,7
Grimes,5
wrong,60
Sharples,1
Marseilles,1
Said,16
Sakkara,1
Sinai,35
Palestine,64
Lebanon,23
Syria,29
dismayed,6
Tel,18
Megiddo,1
pulmonary,3
embolism,1
toe,5
Mavis,4
Vere,2
visiting,49
painter,30
wedded,2
Caxton,3
Shelley,19
honeymoon,7
Regent,3
Ormsby,1
Gore,1
rent,12
Chancellor,18
hub,15
Athlone,1
Courtauld,2
Museums,7
Belfast,21
topic,23
preserving,11
honorary,31
Conservative,19
lagged,2
surveys,19
Brittany,15
'Artus,1
Huelgoat,1
Finistère,1
Breton,3
workmen,1
tribes,74
Julius,14
Caesar,45
Kercaradec,1
Quimper,1
Normandy,20
Duclair,1
abrupt,10
Richardson,70
Munich,25
Agreement,22
Volunteering,1
48th,16
Battery,31
Enfield,1
recruiting,16
volunteers,32
swelled,6
42nd,28
Alf,2
influenza,4
Fellowship,4
Clive,16
Entwistle,2
lambasted,3
whiskered,1
baboon,1
proceedings,15
RMS,1
Empress,8
Hope,53
Durban,4
kraals,2
settlements,52
docked,3
Aden,23
Suez,27
shores,10
Bitter,2
Jerusalem,71
deathbed,6
gunner,6
Wellington,41
aircrew,3
Serving,3
Eighth,16
Alamein,2
push,32
Tripoli,19
Libya,4
Leptis,2
Magna,5
vandalised,3
bounds,11
radar,30
invade,11
occupy,31
Sicily,17
Algiers,3
relieve,19
mainland,46
Naples,12
Capri,8
sympathies,6
V.,36
Childe,4
Collingridge,3
marry,46
shocked,17
dishonest,4
doctrines,14
welcomed,11
Colville,1
Simla,2
Archibald,5
Wavell,3
Viceroy,3
recommendations,16
Leonard,43
Woolley,4
lamenting,4
complaining,13
finances,11
dislike,12
derogatory,4
racist,17
sentiments,13
feed,43
wrongly,7
clockwork,3
brutally,6
idle,6
motivate,3
Generals,8
administrations,4
criticising,5
Assigned,2
reforming,8
prospectus,1
Indus,5
Civilization,4
Achaemenid,3
Vedas,2
Aryan,2
Taxila,2
Lal,4
gruff,2
warmed,5
idleness,3
Mohenjo,3
daro,3
stratigraphy,1
Turning,8
amphora,2
rains,40
celebration,26
rupee,1
Aiyappan,1
Superintendent,5
Jouveau,2
Dubreuil,3
ignoring,8
Iran,16
Zahidan,1
Persepolis,1
Tehran,4
Isfahan,1
Shiraz,1
Pasargadae,1
Kashan,1
envious,4
Crossing,11
Baghdad,5
Bactria,1
Balkh,1
Partition,5
Dominion,16
rocked,2
sectarian,9
unharmed,7
smuggle,4
refuge,23
neared,15
nationalists,3
Provinces,2
Hallam,7
renting,4
Mallord,1
reigniting,1
professorship,2
Presidency,2
Mann,20
deeming,5
knighted,6
Norton,15
Lucy,3
Wharton,2
Drexel,1
Americanism,3
Fazlur,1
Rahman,2
mediator,3
redistribution,2
partition,14
instruct,6
Alcock,4
Punjabi,3
Urdu,2
Bindon,1
leisurely,4
Stanwick,1
Fortifications,1
Riding,6
summers,13
Aided,3
Frederic,2
unhappily,2
drifted,7
senility,1
excuse,8
venerable,4
revitalise,2
Webster,14
Fellows,2
rid,14
perpetuating,3
gerontocracy,1
Molly,8
Myers,15
vocally,3
W.F,2
undistinguished,5
championed,4
brothel,2
Whitcomb,1
resigning,10
Joan,29
stepping,7
prostate,8
Companion,9
Honour,5
Fellow,6
panelist,1
quiz,3
anthropology,6
checking,5
beforehand,5
Personality,10
Treasure,11
Denmark,31
Tollund,1
Zimbabwe,11
Rhodesia,23
Grandeur,1
Rome,85
Hadrian,1
Pompeii,3
foray,7
presenting,17
onward,10
devote,13
Beyond,27
Digging,1
rushing,42
Civilisation,3
Roger,73
edit,19
Aspects,4
Weidenfeld,1
Nicolson,2
Splendours,1
Flames,4
Persopolis,2
Persian,55
R.K.,1
Hellenic,6
Fairways,1
Swinford,1
Swans,3
Cruise,28
fortnight,9
republic,6
Ceylon,3
Pas,2
Calais,3
Charsada,1
Camelot,1
Cadbury,2
Ralegh,1
Radford,4
overseeing,5
Minster,4
campaigning,13
trustee,4
mountainous,21
corpse,23
lambasting,2
overcrowded,3
revenues,13
intermediary,2
Exploration,10
Ankara,1
Accepting,3
Approaching,1
Nuffield,1
organise,4
humanities,8
sciences,17
authoring,1
Humanities,3
Jacquetta,3
Dar,5
es,11
Salaam,6
Nairobi,1
Embassy,10
campaigned,18
scrapped,22
neighbours,11
Mallowan,4
Agatha,2
Christie,9
Siraf,1
salaried,3
numismatist,2
Recognising,2
Aswan,2
Dam,91
Sudan,6
Personally,2
Abu,109
Simbel,2
advisory,18
Cunliffe,1
Southampton,8
Hillforts,1
eightieth,1
festschrift,1
octogenarian,1
Collison,1
forgetful,1
Amid,6
Leatherhead,1
culled,3
memoriam,1
mast,13
trappings,1
crematorium,1
Piccadilly,10
Rik,1
despising,1
hearted,11
charm,14
offensives,5
condemned,36
insincere,2
authoritarian,5
bravery,10
meticulous,4
revise,4
rewrite,7
smoker,4
mortals,4
conservative,31
Suffragettes,1
attraction,23
barrister,5
diaries,8
conspicuous,13
promiscuity,3
favouring,8
casual,9
mistresses,2
Gabriel,18
Moshenska,5
groper,1
pest,17
bully,1
Schadla,3
Highlighting,3
mastery,13
showman,1
package,9
Biographical,1
obligation,17
prosecution,25
innovator,3
enormous,34
appreciated,20
improvement,35
oft,4
Knossos,1
Ur,1
rigour,1
Sudeshna,2
Guha,1
embodied,15
Immediate,2
swift,11
slipshod,1
thinker,3
widest,2
surmounted,4
autocratic,1
administrator,9
excavator,1
attaining,14
incisive,2
bewildered,2
Dilip,1
Chakrabarti,4
Palaeolithic,1
modernity,5
systematising,1
professionalising,1
instituting,1
H.D,2
Sankalia,1
Deccan,8
Mick,9
Aston,77
personalities,14
revision,14
cartoonish,1
eccentric,11
Naughty,4
Morty,2
Biographies,3
FitzRoy,1
Raglan,1
readable,6
adulatory,3
deserves,10
Adventurer,1
liking,7
daemonic,1
heroic,17
egalitarianism,1
stifled,2
greatness,9
Saket,1
Kamal,1
Haasan,1
Elbinger,1
