Bigram,Frequency
"('the', 'loss')",5
"('loss', 'clinched')",1
"('clinched', 'last')",1
"('place', 'in')",6
"('for', 'Columbus')",1
"('Columbus', '.')",1
"('history', 'the')",2
"('Jackets', 'finished')",1
"('in', '30th')",1
"('30th', 'place')",1
"('<s>', 'Three')",2
"('Three', 'days')",1
"('on', 'March')",4
"('March', '28')",1
"('injured', 'in')",2
"('morning', 'skate')",1
"('skate', 'when')",1
"('when', 'a')",3
"('from', 'Colton')",1
"('Colton', 'Gillies')",1
"('Gillies', 'hit')",1
"('hit', 'him')",1
"('him', 'in')",2
"('the', 'mask')",1
"('mask', '.')",1
"('With', 'Sanford')",1
"('Sanford', 'again')",1
"('again', 'injured')",1
"(',', 'York')",2
"('York', 'made')",2
"('made', 'an')",1
"('an', 'emergency')",1
"('emergency', 'start')",1
"('<s>', 'Playing')",1
"('Playing', 'against')",1
"('Wings', ',')",2
"('made', '29')",1
"('29', 'saves')",1
"('saves', ',')",1
"('including', '17')",1
"('17', 'in')",1
"(',', 'helping')",1
"('helping', 'Columbus')",1
"('Columbus', 'to')",2
"('2', 'victory')",1
"('victory', 'and')",1
"('and', 'giving')",1
"('giving', 'York')",1
"('York', 'his')",1
"('NHL', 'win')",1
"('win', '.')",2
"('York', 'remained')",1
"('the', 'starter')",2
"('starter', 'and')",1
"('and', 'led')",1
"('led', 'the')",4
"('a', 'second')",3
"('second', 'three')",1
"('game', 'winning')",1
"('winning', 'streak')",1
"('his', 'fourth')",1
"('fourth', 'start')",1
"('was', 'shutout')",1
"('shutout', 'by')",1
"('Coyotes', 'despite')",1
"('despite', 'a')",1
"('franchise', '@')",1
"('@', 'record')",1
"('record', '54')",1
"('54', 'shots')",1
"('shots', 'on')",1
"('on', 'goal')",1
"('0', '.')",1
"('The', '54')",1
"('54', 'saves')",1
"('saves', 'by')",1
"('by', 'Phoenix')",1
"('Phoenix', 'goaltender')",1
"('goaltender', 'Mike')",1
"('Mike', 'Smith')",1
"('Smith', 'set')",1
"('set', 'an')",1
"('NHL', 'record')",1
"('a', 'regulation')",1
"('regulation', 'shutout')",1
"('shutout', '.')",1
"('starter', ""'s"")",1
"(""'s"", 'role')",1
"('final', 'two')",2
"(',', 'winning')",1
"('winning', 'both')",1
"('both', '.')",2
"('two', 'victories')",1
"('victories', 'gave')",1
"('gave', 'Columbus')",1
"('Columbus', '65')",1
"('points', 'for')",1
"(',', 'their')",4
"('@', 'lowest')",1
"('lowest', 'total')",1
"('Jackets', 'struggled')",1
"('in', 'shorthanded')",1
"('shorthanded', 'situations')",1
"('situations', ',')",1
"(',', 'allowing')",4
"('most', 'power')",1
"('power', '@')",1
"('@', 'play')",1
"('play', 'goals')",1
"('goals', 'in')",1
"('the', 'League')",1
"('League', ',')",1
"('with', '64')",1
"('64', ',')",1
"('and', 'having')",1
"('having', 'the')",3
"('the', 'lowest')",2
"('lowest', 'penalty')",1
"('penalty', '@')",1
"('@', 'kill')",1
"('kill', 'percentage')",1
"('percentage', ',')",1
"('at', '76')",1
"('76', '@')",1
"('@', '64')",1
"('64', '%')",1
"('%', '=')",2
"('=', 'Post')",2
"('Post', '@')",2
"('=', 'Finishing')",1
"('Finishing', 'with')",1
"('NHL', ',')",2
"('Columbus', 'had')",2
"('chance', 'of')",2
"('of', 'receiving')",1
"('receiving', 'the')",1
"('overall', 'pick')",1
"('2012', 'draft')",1
"('draft', '.')",2
"('NHL', ""'s"")",1
"(""'s"", 'weighted')",1
"('weighted', 'draft')",1
"('draft', 'lottery')",1
"('lottery', 'the')",1
"('Jackets', 'had')",1
"('a', '48')",1
"('48', '@')",1
"('2', '%')",1
"('%', 'chance')",1
"('of', 'drafting')",1
"('drafting', 'first')",1
"('overall', '.')",1
"('the', 'lottery')",1
"('lottery', 'was')",1
"('was', 'won')",1
"('won', 'by')",1
"('Oilers', ',')",1
"('who', 'proceeded')",1
"('to', 'leapfrog')",1
"('leapfrog', 'Columbus')",1
"('and', 'secure')",1
"('secure', 'the')",1
"('one', 'draft')",2
"('pick', 'for')",1
"('third', 'consecutive')",1
"('consecutive', 'year')",1
"('the', 'fifth')",5
"('fifth', 'time')",2
"('were', 'dropped')",1
"('dropped', 'one')",1
"('draft', 'position')",1
"('position', 'in')",4
"('franchise', ""'s"")",1
"(""'s"", '12')",1
"('12', 'lottery')",1
"('lottery', 'participations')",1
"('participations', '.')",1
"('A', 'month')",1
"('month', 'later')",1
"('May', '14')",1
"('14', ',')",2
"('Jackets', 'announced')",1
"('that', 'Richards')",1
"('Richards', 'would')",1
"('remain', 'as')",2
"('as', 'head')",1
"('head', 'coach')",2
"('coach', 'and')",1
"('and', 'signed')",1
"('signed', 'him')",1
"('year', 'contract')",1
"('contract', '.')",4
"('the', 'press')",3
"('press', 'conference')",1
"('conference', ',')",1
"('Howson', 'noted')",1
"('noted', ',')",1
"('``', 'Our')",1
"('Our', 'team')",1
"('team', 'continuously')",1
"('continuously', 'improved')",1
"('improved', 'under')",1
"('under', 'Todd')",1
"('Todd', 'and')",1
"('and', 'he')",3
"('he', 'has')",1
"('has', 'earned')",1
"('earned', 'the')",1
"('the', 'opportunity')",1
"('opportunity', 'to')",1
"('build', 'upon')",1
"('work', 'he')",1
"('he', 'started')",1
"('started', '.')",1
"('Columbus', 'posted')",1
"('posted', 'an')",1
"('an', '18')",2
"('21', '–')",1
"('record', 'under')",1
"('under', 'Richards')",1
"('Richards', ',')",1
"('including', 'winning')",1
"('winning', 'seven')",1
"('seven', 'of')",1
"('their', 'final')",1
"('final', '11')",1
"('11', 'games')",1
"('=', 'Standings')",1
"('Standings', '=')",1
"('=', 'Since')",2
"('Since', 'being')",1
"('being', 'founded')",1
"('founded', 'as')",1
"('an', 'expansion')",1
"('expansion', 'team')",1
"('Jackets', 'have')",1
"('have', 'played')",1
"('the', 'Central')",1
"('Central', 'Division')",1
"('Division', 'of')",3
"('the', 'Western')",3
"('Western', 'Conference')",1
"('Conference', '.')",1
"('<s>', 'Division')",1
"('Division', 'rivals')",1
"('rivals', 'Chicago')",1
"('Chicago', 'Blackhawks')",1
"('Blackhawks', ',')",1
"(',', 'Detroit')",1
"(',', 'Nashville')",1
"('Nashville', 'Predators')",1
"('Predators', 'and')",1
"('Blues', ',')",1
"('all', 'made')",1
"('made', 'the')",3
"('the', 'playoff')",1
"('playoff', 'during')",1
"('12', 'season')",1
"('which', 'helped')",1
"('helped', 'Columbus')",1
"('Columbus', 'finish')",1
"('finish', '36')",1
"('36', 'points')",1
"('points', 'behind')",1
"('behind', 'fourth')",1
"('fourth', 'place')",1
"('place', 'Chicago')",1
"('Chicago', 'and')",1
"('and', '44')",1
"('44', 'points')",1
"('of', 'first')",1
"('first', '.')",1
"('<s>', 'Divisions')",1
"('Divisions', ':')",1
"(':', 'CE')",1
"('CE', '–')",1
"('–', 'Central')",1
"('Central', ',')",1
"(',', 'NW')",1
"('NW', '–')",1
"('–', 'Northwest')",1
"('Northwest', ',')",1
"(',', 'PA')",1
"('PA', '–')",1
"('–', 'Pacific')",1
"('Pacific', 'bold')",1
"('bold', '-')",1
"('-', 'qualified')",1
"('qualified', 'for')",1
"('for', 'playoffs')",1
"('playoffs', ',')",1
"(',', 'y')",1
"('y', '–')",1
"('–', 'Won')",2
"('Won', 'division')",1
"('division', ',')",1
"(',', 'p')",1
"('p', '–')",1
"('Won', 'Presidents')",1
"('Presidents', ""'"")",1
"(""'"", 'Trophy')",1
"('Trophy', '(')",1
"('(', 'best')",1
"('best', 'record')",1
"('in', 'NHL')",1
"(')', '=')",3
"('=', 'Schedule')",1
"('Schedule', 'and')",1
"('and', 'results')",1
"('results', '=')",1
"('=', 'Pre')",1
"('=', 'Green')",1
"('Green', 'background')",1
"('background', 'indicates')",3
"('indicates', 'win')",1
"('win', '(')",1
"('(', '2')",6
"('2', 'points')",1
"('points', ')')",2
"('<s>', 'Red')",1
"('Red', 'background')",1
"('indicates', 'regulation')",1
"('regulation', 'loss')",1
"('loss', '(')",2
"('0', 'points')",1
"('<s>', 'Silver')",2
"('Silver', 'background')",1
"('indicates', 'overtime')",1
"('overtime', '/')",1
"('/', 'shootout')",1
"('shootout', 'loss')",1
"('(', '1')",8
"('1', 'point')",1
"('point', ')')",1
"('=', 'Player')",1
"('Player', 'statistics')",1
"('statistics', '=')",2
"('In', 'ice')",1
"('ice', 'hockey')",2
"('hockey', ',')",1
"('a', 'combination')",1
"('a', 'player')",4
"('and', 'assists')",1
"('assists', 'are')",1
"('are', 'collectively')",1
"('collectively', 'called')",1
"('called', 'points')",1
"('points', '.')",3
"('<s>', 'Penalty')",1
"('Penalty', 'minutes')",2
"('minutes', 'are')",1
"('the', 'total')",2
"('total', 'number')",2
"('of', 'minutes')",1
"('minutes', 'assigned')",1
"('player', 'for')",2
"('for', 'infractions')",1
"('infractions', 'assessed')",1
"('assessed', 'during')",1
"('the', 'season.Plus')",1
"('season.Plus', '@')",1
"('@', 'minus')",1
"('minus', 'is')",1
"('a', 'statistic')",1
"('statistic', 'that')",1
"('that', 'tracks')",1
"('tracks', 'when')",1
"('player', 'was')",1
"('was', 'on')",2
"('the', 'ice')",2
"('ice', 'while')",1
"('while', 'goals')",1
"('goals', 'were')",1
"('were', 'scored')",1
"('scored', ',')",1
"(',', 'both')",8
"('both', 'for')",2
"('for', 'and')",1
"('and', 'against')",1
"('though', 'some')",1
"('some', 'in')",1
"('in', 'game')",1
"('game', 'situations')",1
"('situations', 'will')",1
"('not', 'effect')",1
"('effect', 'the')",1
"('the', 'statistic')",1
"('statistic', '.')",1
"('<s>', 'Below')",1
"('Below', 'is')",1
"('a', 'listing')",1
"('listing', 'of')",2
"('all', 'player')",1
"('player', 'statistics')",1
"('statistics', 'for')",2
"('Jackets', 'during')",1
"('=', 'Skaters')",1
"('Skaters', '=')",1
"('=', 'Note')",2
"('Note', ':')",2
"(':', 'Pos')",1
"('Pos', '=')",1
"('=', 'Position')",1
"('Position', ';')",1
"(';', 'GP')",1
"('GP', '=')",2
"('=', 'Games')",2
"('Games', 'played')",1
"('in', ';')",1
"(';', 'G')",1
"('G', '=')",1
"('=', 'Goals')",3
"('Goals', ';')",1
"(';', 'A')",1
"('A', '=')",1
"('=', 'Assists')",1
"('Assists', ';')",1
"(';', 'Pts')",1
"('Pts', '=')",1
"('=', 'Points')",1
"('Points', ';')",1
"(';', 'PIM')",1
"('PIM', '=')",1
"('=', 'Penalty')",1
"('minutes', ';')",1
"(';', '+')",1
"('+', '/')",1
"('/', '-')",1
"('-', '=')",1
"('=', 'Plus')",1
"('Plus', '/')",1
"('/', 'minus')",1
"('minus', '=')",1
"('=', 'Goaltenders')",1
"('Goaltenders', '=')",1
"(':', 'GP')",1
"('Games', 'Played')",1
"('Played', ';')",1
"(';', 'TOI')",1
"('TOI', '=')",1
"('=', 'Time')",1
"('Time', 'On')",1
"('On', 'Ice')",1
"('Ice', '(')",1
"('(', 'minutes')",1
"('minutes', ')')",1
"(';', 'W')",1
"('W', '=')",1
"('=', 'Wins')",1
"('Wins', ';')",1
"(';', 'L')",1
"('L', '=')",1
"('=', 'Losses')",1
"('Losses', ';')",2
"(';', 'OT')",1
"('OT', '=')",1
"('=', 'Overtime')",1
"('Overtime', 'Losses')",1
"(';', 'GA')",1
"('GA', '=')",1
"('Goals', 'Against')",2
"('Against', ';')",2
"(';', 'GAA')",1
"('GAA', '=')",1
"('Against', 'Average')",1
"('Average', ';')",1
"(';', 'SA')",1
"('SA', '=')",1
"('=', 'Shots')",1
"('Shots', 'Against')",1
"(';', 'SV')",1
"('SV', '=')",1
"('=', 'Saves')",1
"('Saves', ';')",1
"(';', 'Sv')",1
"('Sv', '%')",1
"('=', 'Save')",1
"('Save', 'Percentage')",1
"('Percentage', ';')",1
"(';', 'SO')",1
"('SO', '=')",1
"('=', 'Shutouts')",1
"('Shutouts', '†')",1
"('†', 'Denotes')",1
"('Denotes', 'player')",1
"('player', 'spent')",1
"('spent', 'time')",2
"('time', 'with')",3
"('with', 'another')",2
"('another', 'team')",1
"('team', 'before')",1
"('before', 'joining')",1
"('joining', 'Blue')",1
"('<s>', 'Stats')",1
"('Stats', 'reflect')",1
"('reflect', 'time')",1
"('Jackets', 'only')",1
"('only', '.')",2
"('<s>', '‡')",1
"('‡', 'Traded')",1
"('Traded', 'mid')",1
"('mid', '@')",3
"('=', 'Milestones')",1
"('Milestones', '=')",1
"('=', 'When')",1
"('When', 'Mason')",1
"('in', 'warm')",1
"('ups', 'late')",1
"('without', 'an')",1
"('an', 'active')",2
"('active', 'goaltender')",1
"('goaltender', 'on')",1
"('their', 'roster')",1
"('roster', '.')",1
"('To', 'remedy')",1
"('remedy', 'the')",1
"('situation', ',')",2
"('team', 'signed')",1
"('signed', 'former')",1
"('former', 'University')",1
"('University', 'of')",4
"('of', 'Michigan')",1
"('Michigan', 'goaltender')",1
"('goaltender', 'Shawn')",1
"('Shawn', 'Hunwick')",1
"('Hunwick', 'to')",2
"('a', 'one')",2
"('one', '@')",7
"('@', 'day')",3
"(',', 'amateur')",5
"('amateur', 'tryout')",1
"('tryout', 'contract')",1
"('After', 'being')",1
"('the', 'NCAA')",1
"('NCAA', 'Tournament')",1
"('Tournament', 'just')",1
"('just', 'days')",1
"('days', 'prior')",1
"('prior', ',')",1
"(',', 'Hunwick')",2
"('Hunwick', 'skipped')",1
"('skipped', 'an')",1
"('an', 'astronomy')",1
"('astronomy', 'class')",1
"('class', 'and')",2
"('and', 'drove')",1
"('drove', 'his')",1
"('his', 'worn')",1
"('worn', 'down')",1
"('down', '2003')",1
"('2003', 'Ford')",1
"('Ford', 'Ranger')",1
"('Ranger', 'to')",1
"('to', 'Columbus')",1
"('He', 'served')",1
"('to', 'Allen')",1
"('York', 'during')",1
"('he', 'signed')",1
"('signed', 'a')",4
"('a', 'contract')",6
"('contract', 'for')",2
"('remainder', 'of')",6
"('With', 'Mason')",1
"('Mason', 'returning')",1
"('returning', 'from')",1
"('from', 'injury')",1
"('Hunwick', 'was')",2
"('was', 'third')",1
"('third', 'on')",2
"(""'s"", 'depth')",1
"('depth', 'chart')",1
"('chart', 'when')",1
"('when', 'an')",1
"('an', 'injury')",1
"('injury', 'to')",1
"('to', 'York')",1
"('York', 'allowed')",1
"('allowed', 'Hunwick')",1
"('games', 'of')",1
"('final', 'game')",1
"('were', 'leading')",1
"('leading', 'the')",3
"('the', 'Islanders')",1
"('Islanders', '7')",1
"('3', 'with')",1
"('with', '2')",1
"('2', ':')",1
"(':', '33')",1
"('33', 'remaining')",1
"('remaining', 'when')",1
"('when', ',')",1
"('the', 'behest')",1
"('behest', 'of')",1
"('his', 'teammates')",2
"('teammates', ',')",1
"('Richards', 'put')",1
"('put', 'Hunwick')",1
"('Hunwick', 'in')",1
"('in', 'to')",2
"('to', 'finish')",3
"('finish', 'the')",2
"('He', 'did')",1
"('not', 'face')",1
"('face', 'a')",1
"('shot', '.')",1
"('<s>', 'Hunwick')",1
"('record', 'ninth')",1
"('ninth', 'player')",1
"('player', 'to')",1
"('his', 'NHL')",2
"('NHL', 'debut')",2
"('debut', 'during')",1
"('<s>', 'Conversely')",2
"('Conversely', ',')",2
"(',', 'Vaclav')",1
"('Vaclav', 'Prospal')",1
"('Prospal', 'played')",1
"('his', '1,000th')",1
"('1,000th', 'NHL')",1
"('NHL', 'game')",1
"('game', 'during')",1
"('=', 'Transactions')",1
"('Transactions', '=')",1
"('=', 'During')",1
"('Jackets', 'parted')",1
"('parted', 'ways')",2
"('ways', 'with')",1
"('with', 'defensemen')",1
"('defensemen', 'Jan')",1
"('Jan', 'Hejda')",1
"('Hejda', ',')",2
"(',', 'Anton')",1
"('Anton', 'Stralman')",1
"('Stralman', ',')",1
"(',', 'Sami')",1
"('Sami', 'Lepisto')",1
"('Lepisto', 'and')",1
"('and', 'Mike')",1
"('Mike', 'Commodore')",1
"('Commodore', '.')",1
"('<s>', 'Hejda')",1
"('who', 'played')",2
"('five', 'NHL')",1
"('NHL', 'seasons')",1
"('seasons', 'with')",1
"('Jackets', ',')",1
"('was', 'offered')",1
"('contract', 'by')",1
"('by', 'Columbus')",1
"('but', 'felt')",1
"('organization', 'undervalued')",1
"('undervalued', 'him')",1
"('him', 'and')",1
"('and', 'left')",1
"('left', 'via')",1
"('via', 'free')",1
"('agency', '.')",1
"('had', 'offered')",1
"('offered', 'him')",1
"('him', 'a')",3
"('$', '7')",1
"('5', 'million')",1
"('million', 'contract')",1
"('He', 'instead')",1
"('instead', 'signed')",1
"('$', '13')",1
"('13', 'million')",1
"('deal', 'with')",5
"('<s>', 'Stralman')",1
"('Stralman', 'and')",1
"('and', 'Lepisto')",1
"('Lepisto', 'were')",1
"('not', 'given')",1
"('given', 'qualifying')",1
"('qualifying', 'offers')",1
"('offers', 'which')",1
"('which', 'made')",1
"('made', 'them')",1
"('them', 'unrestricted')",1
"('unrestricted', 'free')",1
"('free', 'agents')",1
"('agents', ',')",2
"('both', 'signed')",1
"('signed', 'with')",3
"('with', 'other')",6
"('<s>', 'Commodore')",1
"('Commodore', 'had')",1
"('had', 'originally')",1
"('originally', 'signed')",1
"('a', 'big')",1
"('big', 'contract')",1
"('in', '2008')",1
"('but', 'fell')",1
"('fell', 'out')",1
"('of', 'favor')",1
"('favor', '.')",1
"('was', 'waived')",1
"('waived', ',')",1
"('the', 'minors')",1
"('minors', 'and')",1
"('eventually', 'had')",1
"('had', 'his')",3
"('his', 'contract')",3
"('contract', 'bought')",1
"('bought', 'out')",1
"('out', '.')",5
"('to', 'replace')",2
"('replace', 'the')",1
"('the', 'departed')",1
"('departed', 'players')",1
"('Columbus', 'not')",1
"('not', 'only')",2
"('only', 'acquired')",1
"('acquired', 'James')",1
"('also', 'signed')",2
"('signed', 'ten')",1
"('ten', '@')",1
"('year', 'NHL')",1
"('NHL', 'veteran')",1
"('veteran', 'Radek')",1
"('Radek', 'Martinek')",1
"('Martinek', '.')",1
"('<s>', 'Martinek')",1
"('Martinek', 'played')",1
"('played', 'only')",1
"('only', 'seven')",2
"('seven', 'games')",1
"('Jackets', 'before')",1
"('before', 'suffering')",1
"('suffering', 'a')",1
"('concussion', 'and')",1
"('and', 'missing')",1
"('missing', 'the')",1
"('<s>', 'Brett')",1
"('Brett', 'Lebda')",1
"('Lebda', 'was')",1
"('was', 'brought')",1
"('replace', 'him')",1
"('=', 'Gregorian')",1
"('Gregorian', 'Tower')",5
"('Tower', '=')",1
"('The', 'Gregorian')",1
"('Tower', '(')",1
"('(', 'Italian')",2
"('Italian', ':')",2
"(':', 'Torre')",2
"('Torre', 'Gregoriana')",1
"('Gregoriana', ')')",1
"(')', 'or')",2
"('or', 'Tower')",1
"('Tower', 'of')",4
"('the', 'Winds')",3
"('Winds', '(')",1
"('Torre', 'dei')",1
"('dei', 'Venti')",1
"('Venti', ')')",1
"('a', 'round')",1
"('round', 'tower')",1
"('tower', 'located')",1
"('located', 'above')",1
"('above', 'the')",6
"('the', 'Gallery')",1
"('Gallery', 'of')",1
"('of', 'Maps')",1
"('Maps', ',')",1
"('which', 'connects')",1
"('connects', 'the')",1
"('the', 'Villa')",1
"('Villa', 'Belvedere')",1
"('Belvedere', 'with')",1
"('the', 'Apostolic')",2
"('Apostolic', 'Palace')",2
"('Palace', 'in')",1
"('in', 'Vatican')",1
"('Vatican', 'City')",1
"('City', '.')",3
"('The', 'tower')",5
"('tower', 'was')",6
"('built', 'between')",1
"('between', '1578')",1
"('1578', 'and')",1
"('and', '1580')",1
"('1580', 'to')",1
"('a', 'design')",1
"('design', 'by')",1
"('the', 'Bolognese')",1
"('Bolognese', 'architect')",1
"('architect', 'Ottaviano')",1
"('Ottaviano', 'Mascherino')",1
"('Mascherino', '(')",1
"('(', 'who')",2
"('was', 'credited')",2
"('credited', 'with')",4
"('with', 'building')",1
"('building', 'the')",1
"('Palace', ')')",1
"(')', 'mainly')",1
"('mainly', 'to')",2
"('to', 'promote')",3
"('study', 'of')",1
"('of', 'astronomy')",1
"('astronomy', 'for')",1
"('the', 'Gregorian')",4
"('Gregorian', 'Calendar')",2
"('Calendar', 'Reform')",2
"('Reform', 'which')",1
"('was', 'commissioned')",5
"('commissioned', 'by')",1
"('by', 'Pope')",1
"('Pope', 'Gregory')",2
"('Gregory', 'XIII')",2
"('XIII', 'and')",1
"('and', 'promulgated')",1
"('promulgated', 'in')",1
"('in', '1582')",1
"('1582', '.')",1
"('was', 'then')",4
"('then', 'also')",1
"('of', 'Winds')",1
"('Winds', '.')",1
"('tower', 'is')",1
"('``', 'Specola')",1
"('Specola', 'Astronomica')",1
"('Astronomica', 'Vaticana')",1
"('Vaticana', '``')",1
"('the', 'Vatican')",6
"('Vatican', 'Observatory')",2
"('Observatory', '.')",1
"('<s>', 'Four')",2
"('Four', 'stages')",1
"('stages', 'of')",3
"('of', 'progressive')",1
"('progressive', 'development')",1
"('development', 'have')",1
"('occurred', 'since')",1
"('since', 'it')",1
"('first', 'established')",1
"('established', '.')",1
"('an', 'edifice')",1
"('edifice', 'of')",1
"('of', 'great')",1
"('great', 'value')",1
"('value', 'for')",1
"('for', 'astronomical')",2
"('astronomical', 'observations')",2
"('observations', 'made')",2
"('made', 'using')",1
"('a', 'sundial')",2
"('sundial', 'as')",1
"('they', 'provided')",1
"('provided', 'essential')",2
"('essential', 'confirmation')",2
"('confirmation', 'of')",2
"('the', 'need')",5
"('to', 'reform')",3
"('reform', 'the')",3
"('the', 'Julian')",3
"('Julian', 'calendar')",3
"('calendar', '.')",2
"('Early', 'history')",1
"('history', '=')",3
"('first', 'stage')",1
"('stage', 'of')",3
"('of', 'building')",1
"('building', 'of')",1
"('tower', ',')",3
"('as', 'recorded')",1
"('recorded', 'by')",1
"('by', 'Leo')",1
"('Leo', 'XIII')",4
"('XIII', 'in')",1
"('his', 'motu')",1
"('motu', 'proprio')",2
"('proprio', 'Ut')",2
"('Ut', 'mysticam')",2
"('mysticam', 'of')",1
"('of', '1891')",1
"('1891', ',')",2
"('is', 'credited')",1
"('credited', 'to')",1
"('to', 'Pope')",2
"('XIII', ',')",3
"(',', 'Pope')",2
"('Pope', 'from')",1
"('from', '1572')",1
"('1572', 'to')",1
"('to', '1585')",1
"('1585', '.')",1
"('The', 'directive')",1
"('directive', 'was')",1
